id_2022,title_english,type,score_2022,scored_by_2022,status,episodes_2022,source,members_2022,favorites_2022,episode_duration,pg_rating,sfw,genres_2022,themes,demographics,synopsis_2022,background,id_2020,synopsis_2020,genre_2020,aired,episodes_2020,members_2020,popularity_2020,ranked_2020,score_2020
25879,wagnaria3,tv,7.98,119750,finished airing,13.0,4koma manga,229367,908,0 days 00:23:40,PG-13 - Teens 13 or older,True,comedy romance,workplace,seinen,a the story of those connected to wagnaria come to a close only one thing is certain the workplace is about to get crazier than ever before whether it be incredibly awkward romance relentless search for lost relative or even uncomfortable family reunion lover of all thing cute and tiny souta takanashi and his motley crew have plenty on their plate with more napoleon complex androphobia and katanawielding than you can shake a frying pan at working delivers a final serving of the staff hilarious misadventure working at everybodys favorite family restaurant written by mal rewrite,episode 1 wa previewed at screening at sofmap toranoana animate and gamers store throughout japan on june 13 2015 regular broadcasting began on july 5 2015,25879.0,a the story of those connected to wagnaria come to a close only one thing is certain the workplace is about to get crazier than ever before whether it be incredibly awkward romance relentless search for lost relative or even uncomfortable family reunion lover of all thing cute and tiny souta takanashi and his motley crew have plenty on their plate with more napoleon complex androphobia and katanawielding than you can shake a frying pan at working delivers a final serving of the staff hilarious misadventure working at everybodys favorite family restaurant written by mal rewrite,comedy romance seinen slice of life,"Jul 5, 2015 to Sep 27, 2015",13.0,158921.0,699.0,464.0,8.09
20057,space dandy,tv,7.88,139520,finished airing,13.0,original,320220,4916,0 days 00:24:00,PG-13 - Teens 13 or older,True,comedy scifi,adult cast space,,dandy is a groovy pompadourwearing man who explores the star in search of strange alien for money desiring to visit his favorite place booby the best diner in all the cosmos traversing the galaxy in his trusty ship the aloha oe dandy is accompanied by his two equally unique friend qt the vacuum cleaner robot and meow an alien with a catlike appearance although exciting dandy job is never simple and each new day promise a completely different thrilling adventure together dandy and his crew get dragged into perilous journey misadventure in romance and out of this world scenariosall whilst steering clear of the evil scientist dr gel of the gogol empire written by mal rewrite,spacedandy reunites a number of lead production staff member from including producer masahiko minami and director shinichiro watanabe it production involved a many a 70 animation creator and 20 musical artist a collaborator with watanabe insisting that artist could only use pre1984 musical style although character designer yoshiyuki itou is credited a an animation director his design were not standardized across the series allowing for individual animator to express their style the series wa licensed in north america by funimation due to licensing issue their initial simulcast used the instrumental track cosmic adventure by jazz band mountain mocha kilimanjaro a the opening song viva namida wa used from the 8th episode onwards,20057.0,the universe is a mysterious and strange place full of even stranger and more mysterious alien dandy job is to hunt down unclassified alien and register them for a reward it sound easy enough but something weird always seems to happen along the way like chance meeting with zombie mystical ramen chef and adorable orphan hunting down alien may not be easy but it definitely never boring with the help of his sidekick the adorable robot vacuum qt and catlike alien meow and his slightlyused ship the aloha oe dandy roams the galaxy searching for new alien specie what he usually find however is adventure danger and romance and no two journey or universe are ever the same this is spacedandy baby,scifi space comedy,"Jan 5, 2014 to Mar 27, 2014",13.0,216068.0,500.0,737.0,7.89
35848,promare,movie,7.97,117905,finished airing,1.0,original,241899,3010,0 days 01:51:00,PG-13 - Teens 13 or older,True,action scifi,mecha super power,,thirty year ago a new race of flamewielding mutant suddenly appeared destroying a large portion of humanity these socalled burnish have continued to appear at random leaving a trail of death and destruction in their wake the autonomous republic of promepolis is a thriving nation thanks to the incredible effort of their leader kray foresight against the burnish a team of firefighter known a the burning rescue is tasked with stopping these horrifying monster using the most performant technology available thanks to their incredible mechanic lucia fex galo thymos is an energetic young man who considers foresight his hero for saving his life and is the rescue team most recent recruit a terrorist group calling themselves mad burnish ha been causing havoc all over the nation after an encounter with mad burnish leader lio fotia galo set out on his fated journey to find the truth about these mutant ultimately leading him to question everything he previously held to be true written by mal rewrite,promare reunites the creative team of and specifically director hiroyuki imaishi and screenwriter kazuki nakashima the film had been in development since 2013 and wa first announced at anime expo in los angeles in 2017,35848.0,thirty year ago a new race of flamewielding mutant suddenly appeared destroying a large portion of humanity these socalled burnish have continued to appear at random leaving a trail of death and destruction in their wake the autonomous republic of promepolis is a thriving nation thanks to the incredible effort of their leader kray foresight against the burnish a team of firefighter known a the burning rescue is tasked with stopping these horrifying monster using the most performant technology available thanks to their incredible mechanic lucia fex galo thymos is an energetic young man who considers foresight his hero for saving his life and is the rescue team most recent recruit a terrorist group calling themselves mad burnish ha been causing havoc all over the nation after an encounter with mad burnish leader lio fotia galo set out on his fated journey to find the truth about these mutant ultimately leading him to question everything he previously held to be true written by mal rewrite,action mecha scifi super power,"May 24, 2019",1.0,58332.0,1741.0,140.0,8.42
861,xxxholic,tv,7.99,113381,finished airing,24.0,manga,291483,4148,0 days 00:24:08,PG-13 - Teens 13 or older,True,comedy drama mystery supernatural,psychological,seinen,kimihiro watanuki can see spirit and other assorted supernatural creature which is quite a bothersome ability he strongly dislike on the way home one day while plagued by some spirit he is inexplicably compelled to enter a strange house there he encounter yuuko a mysterious woman who claim to be able to rid him of the ability to see and attract the troublesome creaturesfor a price she demand that he work at her store that grant wish to people and thus begin watanukis adventure through weird and wonderful event written by mal rewrite,xxxholic wa licensed by funimation in north america,861.0,kimihiro watanuki can see spirit and other assorted supernatural creature which is quite a bothersome ability he strongly dislike on the way home one day while plagued by some spirit he is inexplicably compelled to enter a strange house there he encounter yuuko a mysterious woman who claim to be able to rid him of the ability to see and attract the troublesome creaturesfor a price she demand that he work at her store that grant wish to people and thus begin watanukis adventure through weird and wonderful event written by mal rewrite,comedy drama mystery psychological supernatural,"Apr 7, 2006 to Sep 29, 2006",24.0,215639.0,499.0,506.0,8.06
6702,fairy tail,tv,7.58,939353,finished airing,175.0,manga,1594207,43988,0 days 00:24:44,PG-13 - Teens 13 or older,True,action adventure fantasy,,shounen,in the enchanted kingdom of fiore the lively lucy heartfilia ha one wish to join the renowned fairy tailone of the many magical wizard guild scattered around the continent luckily a chance encounter with natsu dragneel the salamander of fairy tail whisk her into the legendary guild from natsus rivalrous antic with ice wizard gray fullbuster to the frightening presence of the unmatched combat goddess erza scarlet fairy tail powerful mages have a slight penchant for trouble through all the lucrative odd job and adventure to save the world from destruction lie an absolute and unyielding trust stronger than family that ha formed between each guild member teaming up with natsu gray and erza lucy find herself amidst the guild most misfit wizard but a they constantly stand in the eye of every danger there is one name that never cease to resurface zeref the feared master of dark magic written by mal rewrite,fairy tail won animax asia anime of the year award in 2010 and the best japanese anime award and best french dubbing award at the 19th anime manga grand prix in 2012,6702.0,in the mystical land of fiore magic exists a an essential part of everyday life countless magic guild lie at the core of all magical activity and serve a venue for likeminded mages to band together and take on job request among them fairy tail stand out from the rest a a place of strength spirit and family lucy heartfilia is a young mage searching for celestial gate key and her dream is to become a fullfledged wizard by joining this famous guild in her search she run into natsu dragneel and his partner happy who are on a quest to find natsus foster father the dragon igneel upon being tricked by a man lucy fall under an abduction attempt only to be saved by natsu to her shock he reveals that he is a member of fairy tail and invite her to join them there lucy meet the guild strange member such a the ice wizard gray fullbuster and magic swordswoman erza scarlet together a a family they battle the force of evil help those in need and gain new friend all the while enjoying the neverending adventure that is fairy tail written by mal rewrite,action adventure comedy magic fantasy shounen,"Oct 12, 2009 to Mar 30, 2013",175.0,1025353.0,21.0,665.0,7.93
14353,death billiards,movie,7.9,128545,finished airing,1.0,original,222508,319,0 days 00:25:00,R - 17+ (violence & profanity),True,drama supernatural suspense,adult cast high stake game psychological,,two men have just arrived at a location known a quindecim and are unable to remember how they got there they are immediately greeted by a young woman who escort them to a small bar where a bartender awaits them they are told that they will have to participate in a game randomly chosen by roulette and will be unable to leave until it completion if they refuse the consequence will be dire in addition to the rule of the game the two men are told to play a if their life are at stake the game that ha been chosen is billiards but there more to it than just pocketing pool ball a the two are about to find out the outcome could mean life or death written by mal rewrite,death billiards is one of the four anime work that each received 38 million yen about us480000 from the 2012 young animator training project just like in 2010 and 2011 the animation labor group received 2145 million yen us265 million from the japanese government agency for cultural affair and it distributed most of those fund to studio who train young animator onthejob the film wa later expanded into the 2015 tv anime death parade,14353.0,two men have just arrived at a location known a quindecim and are unable to remember how they got there they are immediately greeted by a young woman who escort them to a small bar where a bartender awaits them they are told that they will have to participate in a game randomly chosen by roulette and will be unable to leave until it completion if they refuse the consequence will be dire in addition to the rule of the game the two men are told to play a if their life are at stake the game that ha been chosen is billiards but there more to it than just pocketing pool ball a the two are about to find out the outcome could mean life or death written by mal rewrite,game mystery psychological drama thriller,"Mar 2, 2013",1.0,161006.0,690.0,616.0,7.97
28725,the anthem of the heart,movie,7.85,143754,finished airing,1.0,original,297164,1810,0 days 01:59:17,PG-13 - Teens 13 or older,True,drama romance,performing art school,,jun naruse is a chatterbox whose life is colored by fairy tale and happy ending however influenced by her deep belief in those tale she is too naive and trusting and her word soon shatter her family bond when she inadvertently reveals her father affair naruse is scarred for life after being blamed for her parent divorce and her regret soon manifest into a fairy egga being who seal her mouth from speaking in order to protect everyones happy ending now even in high school naruses speech remains locked by the fairy egg even trying to speak cause her stomach to twist though unable to convey her thought through word she is unexpectedly chosen to perform in a musical alongside three other student takumi sakagami natsuki nitou and daiki tasaki naruse make her way to the club room to reject the daunting task but change her mind when she overhears sakagamis beautiful singing perhaps the fairy egg curse doe not apply to singing and perhaps sakagami is the fairy tale prince she ha been seeking all along will naruse be able to convey the anthem of her heart written by mal rewrite,kokoro ga sakebitagatterunda wa created by the production staff of the 2011 anime series and the two work are set in the city of chichibu saitama prefecture it earned 112 billion yen in the japanese box office according to data from the motion picture producer association of japan the movie wa one of the jury selection in the animation division of the 19th japan medium art festival it wa also nominated for the animation of the year award in the 39th japan academy prize a liveaction film adaptation opened in theater in july 22 2017,28725.0,jun naruse is a chatterbox whose life is colored by fairy tale and happy ending however influenced by her deep belief in those tale she is too naive and trusting and her word soon shatter her family bond when she inadvertently reveals her father affair naruse is scarred for life after being blamed for her parent divorce and her regret soon manifest into a fairy egga being who seal her mouth from speaking in order to protect everyones happy ending now even in high school naruses speech remains locked by the fairy egg even trying to speak cause her stomach to twist though unable to convey her thought through word she is unexpectedly chosen to perform in a musical alongside three other student takumi sakagami natsuki nitou and daiki tasaki naruse make her way to the club room to reject the daunting task but change her mind when she overhears sakagamis beautiful singing perhaps the fairy egg curse doe not apply to singing and perhaps sakagami is the fairy tale prince she ha been seeking all along will naruse be able to convey the anthem of her heart written by mal rewrite,drama romance school,"Sep 19, 2015",1.0,176401.0,619.0,459.0,8.09
8525,the world god only know,tv,7.67,314661,finished airing,12.0,manga,583155,5540,0 days 00:23:34,PG-13 - Teens 13 or older,True,comedy romance supernatural,harem otaku culture,shounen,keima katsuragi known online a the legendary god of conquest can conquer any girl heartin dating sim game at least in reality he opts for the twodimensional world of gaming over real life because he is an unhealthily obsessed otaku of galge game a type of japanese video game centered on interaction with attractive girl when he arrogantly accepts an anonymous offer to prove his supremacy at dating sim game keima is misled into aiding a naïve and impish demon from hell named elucia elsie de lute ima with her mission retrieving runaway evil spirit who have escaped from hell and scattered themselves throughout the human world keima discovers that the only way to capture these spirit is to conquer what he hate the most the unpredictable heart of threedimensional girl shackled to elsie via a deadly collar keima now ha his title of god of conquest put to the ultimate test a he is forced to navigate through the heart of a multitude of reallife girl written by mal rewrite,there wa a limited viewing on september 25 2010 the regular tv broadcast started on october 7 2010,8525.0,keima katsuragi known online a the legendary god of conquest can conquer any girl heartin dating sim game at least in reality he opts for the twodimensional world of gaming over real life because he is an unhealthily obsessed otaku of galge game a type of japanese video game centered on interaction with attractive girl when he arrogantly accepts an anonymous offer to prove his supremacy at dating sim game keima is misled into aiding a naïve and impish demon from hell named elucia elsie de lute ima with her mission retrieving runaway evil spirit who have escaped from hell and scattered themselves throughout the human world keima discovers that the only way to capture these spirit is to conquer what he hate the most the unpredictable heart of threedimensional girl shackled to elsie via a deadly collar keima now ha his title of god of conquest put to the ultimate test a he is forced to navigate through the heart of a multitude of reallife girl written by mal rewrite,comedy harem romance shounen supernatural,"Oct 7, 2010 to Dec 23, 2010",12.0,431407.0,179.0,877.0,7.82
33095,descending story showa genroku rakugo shinju,tv,8.75,59542,finished airing,12.0,manga,170793,2960,0 days 00:24:00,PG-13 - Teens 13 or older,True,drama,adult cast historical love polygon performing art,josei,even after having risen to the utmost rank of shunichi yotarou struggle to find his own identity in the world of rakugo caught between his master teaching and the late sukerokus unique style his performance lack an important ingredientego and while his popularity pack the theater he is but one of the few rakugo is under threat of being eclipsed meanwhile yakumo regarded by many a the last bastion of preserving the popularity of rakugo struggle to cope with his elderly state even though his performance are still stellar he fear that he is nearing his limit his doubt grow stronger a an old friend creep ever closer konatsu for her part attempt to raise her son a a single mother which yotarou is heavily opposed to instead he seek to persuade her to marry him and in turn raise her son a his own in shouwa genroku rakugo shinjuu sukeroku futatabihen the curtain fall on yotarou and yakumos story tasked with restoring the nearobsolete art form a well a overcoming their internal conflict written by mal rewrite,shouwa genroku rakugo shinjuu sukeroku futatabihen cover volume 6 through 10 of the manga,33095.0,even after having risen to the utmost rank of shunichi yotaro struggle to find his own identity in the world of rakugo caught between his master teaching and the late sukerokus unique style his performance lack an important ingredientego and while his popularity pack the theater he is but one of the few rakugo is under threat of being eclipsed meanwhile yakumo regarded by many a the last bastion of preserving the popularity of rakugo struggle to cope with his elderly state even though his performance are still stellar he fear that he is nearing his limit his doubt grow stronger a an old friend creep ever closer konatsu for her part attempt to raise her son a a single mother which yotaro is heavily opposed to instead he seek to persuade her to marry him and in turn raise her son a his own in shouwa genroku rakugo shinjuu sukeroku futatabihen the curtain fall on yotaro and yakumos story tasked with restoring the nearobsolete art form a well a overcoming their internal conflict written by mal rewrite,drama historical josei,"Jan 7, 2017 to Mar 25, 2017",12.0,106792.0,1050.0,27.0,8.78
31859,grimgar ash and illusion,tv,7.65,343305,finished airing,12.0,light novel,656364,5590,0 days 00:24:00,PG-13 - Teens 13 or older,True,action adventure drama fantasy,isekai,,fear survival instinct thrown into a foreign land with nothing but hazy memory and the knowledge of their name they can feel only these three emotion resonating deep within their soul a group of stranger is given no other choice than to accept the only paying job in this gamelike worldthe role of a soldier in the reserve armyand eliminate anything that threatens the peace in their new world grimgar when all of the stronger candidate join together those left behind must create a party together to survive manato a charismatic leader and priest haruhiro a nervous thief yume a cheerful hunter shihoru a shy mage moguzo a kind warrior and ranta a rowdy dark knight despite it resemblance to one this is no gamethere are no redos or respawns it is kill or be killed it is now up to this ragtag group of unlikely fighter to survive together in a world where life and death are separated only by a fine line written by mal rewrite,episode 1 wa previewed at an event at toho cinema roppongi hill in tokyo on december 26 2015 regular broadcasting began january 11 2016 hai to gensou no grimgar wa licensed by funimation and wa streamed in both japanese and english in north america starting in january of 2016,31859.0,fear survival instinct thrown into a foreign land with nothing but hazy memory and the knowledge of their name they can feel only these three emotion resonating deep within their soul a group of stranger is given no other choice than to accept the only paying job in this gamelike worldthe role of a soldier in the reserve armyand eliminate anything that threatens the peace in their new world grimgar when all of the stronger candidate join together those left behind must create a party together to survive manato a charismatic leader and priest haruhiro a nervous thief yume a cheerful hunter shihoru a shy mage mogzo a kind warrior and ranta a rowdy dark knight despite it resemblance to one this is no gamethere are no redos or respawns it is kill or be killed it is now up to this ragtag group of unlikely fighter to survive together in a world where life and death are separated only by a fine line written by mal rewrite,action adventure drama fantasy,"Jan 11, 2016 to Mar 28, 2016",12.0,442214.0,173.0,955.0,7.78
37208,the founder of diabolism season 1,ona,8.47,64821,finished airing,15.0,web novel,195298,5740,0 days 00:25:34,R - 17+ (violence & profanity),True,action adventure fantasy mystery supernatural,historical mythology,,xian the state of immortality that all cultivator strive to achieve however there is a dark energy that lie underneaththe forbidden mo dao or demonic path through an unfortunate series of tragedy this is the path that cultivator wei wuxian experiment with during his teaching his rise in power is accompanied by chaos and destruction but his reign of terror come to an abrupt end when the cultivation clan overpower him and he is killed by his closest ally thirteen year later wei wuxian is reincarnated in the body of a lunatic and reunited with lan wangji a former classmate of his this mark the beginning of a supernatural mystery that plague the clan and threatens to disrupt their everyday life mo dao zu shi follows these two men on their mission to unravel the mystery of the spiritual world fighting demon ghost and even other cultivator the two end up forming a bond that neither of them had ever expected written by mal rewrite,mo dao zu shi is an adaptation of the chinese web novel of the same title written by mo xiang tong xiu 墨香铜臭 it won the gold award for the best serial animation award at the 15th china animation golden dragon award 第十五届中国动漫金龙奖 it also won best new animation at xinguang award 新光奖 the 7th china xian international original animation competition,37208.0,xian the state of immortality that all cultivator strive to achieve however there is a dark energy that lie underneaththe forbidden mo dao or demonic path through an unfortunate series of tragedy this is the path that cultivator wei wuxian experiment with during his teaching his rise in power is accompanied by chaos and destruction but his reign of terror come to an abrupt end when the cultivation clan overpower him and he is killed by his closest ally thirteen year later wei wuxian is reincarnated in the body of a lunatic and reunited with lan wangji a former classmate of his this mark the beginning of a supernatural mystery that plague the clan and threatens to disrupt their everyday life mo dao zu shi follows these two men on their mission to unravel the mystery of the spiritual world fighting demon ghost and even other cultivator the two end up forming a bond that neither of them had ever expected written by mal rewrite,action adventure comedy historical mystery supernatural,"Jul 9, 2018 to Oct 6, 2018",15.0,76350.0,1418.0,85.0,8.53
34437,code geass lelouch of the resurrection,movie,7.92,120650,finished airing,1.0,original,280146,1850,0 days 01:52:00,R - 17+ (violence & profanity),True,action drama scifi,mecha military super power,,since the demise of the man believed to be britannias most wicked emperor one year ago the world ha enjoyed an unprecedented peace under the guidance of the united federation of nation however this fragile calm is shattered when armed militant successfully kidnap former princess nunnally vi britannia and suzaku kururugi the chief advisor of the black knight sparking an international crisis the powerful and untrustworthy kingdom of zilkhstan is accused of orchestrating their capture to investigate world authority send kallen stadtfeld and her associate on a covert operation into the country there they encounter the immortal witch cc who is on a mission to complete the resurrection of the man responsible for the greatest revolution in historya legend who will rise up take command and save the world from peril once again written by mal rewrite,code geass fukkatsu no lelouch is considered an alternative ending to the code geass series it is a sequel to and not to the film released across japan in 120 theatre on february 19 2019 it saw two prescreenings in sydney australia at the madman anime festival on march 17 and at sakuracon on april 20 it also saw one prescreening in the united state at the boston anime convention on april 20 the film screened in north america on may 5 subtitled and on may 78 dubbed,34437.0,since the demise of the man believed to be britannias most wicked emperor one year ago the world ha enjoyed an unprecedented peace under the guidance of the united federation of nation however this fragile calm is shattered when armed militant successfully kidnap former princess nunnally vi britannia and suzaku kururugi the chief advisor of the black knight sparking an international crisis the powerful and untrustworthy kingdom of zilkhstan is accused of orchestrating their capture to investigate world authority send kallen stadtfeld and her associate on a covert operation into the country there they encounter the immortal witch cc who is on a mission to complete the resurrection of the man responsible for the greatest revolution in historya legend who will rise up take command and save the world from peril once again written by mal rewrite,action military scifi super power drama mecha,"Feb 9, 2019",1.0,147688.0,763.0,384.0,8.15
6351,clannad after story another world kyou chapter,special,7.8,160476,finished airing,1.0,visual novel,248939,559,0 days 00:24:11,PG-13 - Teens 13 or older,True,drama romance,school,,on a rainy day ryou fujibayashi muster up the courage to confess her feeling to tomoya okazaki despite not knowing each other for long the two start dating and develop a harmonious relationship however tension begin to rise when a rumor surrounding tomoya and ryous older sister kyou spread around school navigating through a web of emotion tomoya and the fujibayashi twin determine where their love truly lieseven if it mean standing in the downpour of the heartbreaking truth written by mal rewrite,clannad after story mou hitotsu no sekai kyouhen wa included in the eighth and final compilation dvd of clannad after story released on july 1 2009,6351.0,included in the 8th and final dvd of clannad after story is an extra episode set in an alternate universe here fujibayashi kyou is the main heroine in place of furukawa nagisa love can be wonderfully exciting but also extremely painful fujibayashi ryou kyous sister is in love with okazaki tomoya the male protagonist with the help of kyou ryou manages to sum up the courage to ask him out and now tomoya and ryou are a couple however a thing progress kyou begin to acknowledge her feeling for tomoya and a lovetriangle is formed a everything is revealed the sister learn the pain of love and try to decide between the two love of their life tomoya or each other written by mal rewrite,drama romance school,"Jul 1, 2009",1.0,191025.0,567.0,663.0,7.93
1689,5 centimeter per second,movie,7.6,514345,finished airing,3.0,original,852628,10289,0 days 00:22:55,PG-13 - Teens 13 or older,True,drama romance slice of life,,,what happens when two people love each other but just arent meant to be together takaki toono and akari shinohara are childhood friend but circumstance beyond their control tear them apart they promise to stay in contact and although the progression of time widens the distance between them the chain of memory remains everpresent byousoku 5 centimeter is a romantic drama that focus on the mundane and harsh reality of longdistance relationship stuck in the past and unable to make any new memory takaki and akari cling to the hope of seeing each other again they live their everyday life halfheartedly both hurting themselves and the people around them written by mal rewrite,byousoku 5 centimeter wa completed on january 22 2007 the first of three part wa available for streaming on yahoo japan exclusively for it premium user between february 16 and 19 the complete film wa released on march 3 2007 the film won the 2007 asia pacific screen award for best animated feature film,1689.0,takaki toono and akari shinohara two very close friend and classmate are torn apart when akaris family is transferred to another region of japan due to her family job despite separation they continue to keep in touch through mail when takaki find out that his family is also moving he decides to meet with akari one last time a year pas by they continue down their own path their distance slowly growing wider and their contact with one another fade yet they keep remembering one another and the time they have shared together wondering if they will have the chance to meet once again written by mal rewrite,slice of life drama romance,"Mar 3, 2007",3.0,554071.0,108.0,781.0,7.86
10521,wagnaria2,tv,7.83,143868,finished airing,13.0,4koma manga,248207,443,0 days 00:24:00,PG-13 - Teens 13 or older,True,comedy,romantic subtext workplace,seinen,the exciting antic of wagnaria return a more ridiculous incident occur friendship are deepened and new feeling are discovered in addition to souta takanashi and his wacky coworkers more eccentric personality join the family restaurant haruna hyougo otoos missing wife who ha a habit of getting hopelessly lost through the sewer system kirio yamada aois older brother who is able to withstand mahiru inamis deadly punch and twin youhei and mitsuki mashiba kyouko shirafujis junior who do not get along absurdity romance and hilarity are all on the menu for the wagnaria family restaurant written by mal rewrite,the first episode received a preview airing on september 3 2011 the regular television airing started on october 1 2011,10521.0,the exciting antic of wagnaria return a more ridiculous incident occur friendship are deepened and new feeling are discovered in addition to souta takanashi and his wacky coworkers more eccentric personality join the family restaurant haruna hyougo otoos missing wife who ha a habit of getting hopelessly lost through the sewer system kirio yamada aois older brother who is able to withstand mahiru inamis deadly punch and twin youhei and mitsuki mashiba kyouko shirafujis junior who do not get along absurdity romance and hilarity are all on the menu for the wagnaria family restaurant written by mal rewrite,comedy romance seinen slice of life,"Oct 1, 2011 to Dec 24, 2011",13.0,187178.0,576.0,676.0,7.93
120,fruit basket,tv,7.68,267036,finished airing,26.0,manga,503493,8831,0 days 00:24:00,PG-13 - Teens 13 or older,True,drama fantasy romance,love polygon,shoujo,after the accident in which she lost her mother 16yearold tooru move in with her grandfather but due to his home being renovated is unable to continue living with him claiming she will find someone to stay with but also fearing the criticism of her family and not wanting to burden any of her friend tooru resort to secretly living on her own in a tent in the wood one night on her way back from work she find her tent buried underneath a landslide yuki souma the prince of her school and his cousin shigure souma a famous author stumble across toorus situation and invite her to stay with them until her grandfather home renovation are complete upon arriving at the souma house tooru discovers their secret if a souma is hugged by someone of the opposite gender they temporarily transform into one of the animal of the zodiac however this strange phenomenon is no laughing matter rather it is a terrible curse that hold a dark history a she continues her journey meeting more member of the zodiac family will toorus kindhearted yet resilient nature be enough to prepare her for what lie behind the souma household door written by mal rewrite,fruit basket won the 2001 animages anime grand prix award,120.0,after the accident in which she lost her mother 16yearold tooru move in with her grandfather but due to his home being renovated is unable to continue living with him claiming she will find someone to stay with but also fearing the criticism of her family and not wanting to burden any of her friend tooru resort to secretly living on her own in a tent in the wood one night on her way back from work she find her tent buried underneath a landslide yuki souma the prince of her school and his cousin shigure souma a famous author stumble across toorus situation and invite her to stay with them until her grandfather home renovation are complete upon arriving at the souma house tooru discovers their secret if a souma is hugged by someone of the opposite gender they temporarily transform into one of the animal of the zodiac however this strange phenomenon is no laughing matter rather it is a terrible curse that hold a dark history a she continues her journey meeting more member of the zodiac family will toorus kindhearted yet resilient nature be enough to prepare her for what lie behind the souma household door written by mal rewrite,slice of life comedy supernatural drama romance shoujo,"Jul 5, 2001 to Dec 27, 2001",26.0,344327.0,277.0,997.0,7.76
329,planetes,tv,8.27,71158,finished airing,26.0,manga,227750,3681,0 days 00:25:00,PG-13 - Teens 13 or older,True,drama romance scifi,adult cast space workplace,seinen,in 2075 space travel is no longer just a dream but an everyday reality for mankind advancement in science and technology have led to the colonization of the moon the commercialization of outer space and the formation of large space corporation ai tanabe an upbeat woman whose interest lie in the cosmos join technora corporation a a member of their debris section a department dedicated to the removal of dangerous space junk between the orbit of the earth and moon however ai soon discovers how unappreciated her job is a the laughingstock of technora the debris section is severely understaffed poorly funded and is forced to use a dilapidated spaceship nicknamed the toy box for debris retrieval undeterred ai perseveres and gradually becomes acquainted with the strange personality that make up the debris section staff such a the bumbling but goodnatured chief clerk philippe myers the mysterious and tightlipped temp worker edelgard rivera and the hotheaded and passionate hachirouta hoshino who longs for a spaceship to call his own planetes is an unconventional scifi series that portrays the vastness of space a a backdrop for the personal life of ordinary peoplepeople who may have been born on earth but whose hope and dream lie amongst the star written by mal rewrite,planetes is the winner of the 2005 seiun award for best dramatic presentation in science fiction,329.0,in 2075 space travel is no longer just a dream but an everyday reality for mankind advancement in science and technology have led to the colonization of the moon the commercialization of outer space and the formation of large space corporation ai tanabe an upbeat woman whose interest lie in the cosmos join technora corporation a a member of their debris section a department dedicated to the removal of dangerous space junk between the orbit of the earth and moon however ai soon discovers how unappreciated her job is a the laughingstock of technora the debris section is severely understaffed poorly funded and is forced to use a dilapidated spaceship nicknamed the toy box for debris retrieval undeterred ai perseveres and gradually becomes acquainted with the strange personality that make up the debris section staff such a the bumbling but goodnatured chief clerk philippe myers the mysterious and tightlipped temp worker edelgard rivera and the hotheaded and passionate hachirouta hoshino who longs for a spaceship to call his own planetes is an unconventional scifi series that portrays the vastness of space a a backdrop for the personal life of ordinary peoplepeople who may have been born on earth but whose hope and dream lie amongst the star written by mal rewrite,drama romance scifi seinen space,"Oct 4, 2003 to Apr 17, 2004",26.0,167683.0,656.0,210.0,8.33
1033,millennium actress,movie,8.25,72131,finished airing,1.0,original,158429,2218,0 days 01:26:26,PG-13 - Teens 13 or older,True,action adventure drama fantasy romance,historical showbiz,,at the turn of the millennium ginei studio dilapidated building are set to be demolished exemployee and filmmaker genya tachibana decides to honor this occasion with a commemorative documentary about the company star actress chiyoko fujiwara the reclusive sweetheart of shouwa era cinema having finally obtained permission to interview the retired starlet an enamored genya drag along cynical cameraman kyouji ida to meet her ready to put his lifelong idol back in the spotlight once more hidden in this secluded mountain retreat is a thousand year of history condensed into one lifetime waiting to be narrated chiyokos recollection take them on an illusionary journey through japanese cinematic history that transcends the boundary of reality the saga of her acting career intertwines with her filmography the actor in her life blend seamlessly with the character on screen and the present meld with the past though the actress may have retired at the height of her career 30 year ago the curtain on her life stage ha yet to fall written by mal rewrite,the film won the award of best animation film and fantasia groundbreaker at the 2001 fantasia film festival it wa also awarded the feature film award at the 8th animation kobe in 2002 it won the prestigious ofuji noburo award at the mainichi film award and wa honored with the orient express award at the 2001 festival de cine de sitges in spain the film wa nominated for four annie award in 2004 including outstanding direction and writing,1033.0,at the turn of the millennium ginei studio dilapidated building are set to be demolished exemployee and filmmaker genya tachibana decides to honor this occasion with a commemorative documentary about the company star actress chiyoko fujiwara the reclusive sweetheart of shouwa era cinema having finally obtained permission to interview the retired starlet an enamored genya drag along cynical cameraman kyouji ida to meet her ready to put his lifelong idol back in the spotlight once more hidden in this secluded mountain retreat is a thousand year of history condensed into one lifetime waiting to be narrated chiyokos recollection take them on an illusionary journey through japanese cinematic history that transcends the boundary of reality the saga of her acting career intertwines with her filmography the actor in her life blend seamlessly with the character on screen and the present meld with the past though the actress may have retired at the height of her career 30 year ago the curtain on her life stage ha yet to fall written by mal rewrite,action adventure drama fantasy historical romance,"Sep 14, 2002",1.0,102017.0,1082.0,244.0,8.29
